block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[53, 120, 559, 219]",,"[-0.00516129 -0.03601074  0.00202179 ... -0.02052307  0.01980591
  0.00855255]",0,,image,,Fig. 10: Failure cases of the evaluation metric BLIP-VQA.,,src/resources/pdf/T2I-CompBench/auto/images/fc91a59a01f4988396e1965a29e310a875c30e36ed9df7d2f92cae76a832e0bd.jpg,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[314, 270, 559, 600]",,"[ 0.00562286  0.00788879 -0.0227356  ...  0.00144005  0.00467682
 -0.02267456]",1,,image,,Fig. 11: Qualitative comparison of ablation study on fine- tuning strategy and threshold.,,src/resources/pdf/T2I-CompBench/auto/images/01580e2743a5d20def40820fa8f735b2754fe776caeca98c7df3835f850073fc.jpg,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[122, 68, 489, 102]",,"[ 0.00516129  0.01014709 -0.01963806 ... -0.01390839  0.01641846
 -0.03866577]",2,,table,,TABLE XIX: Ablation studies on fine-tuning strategy and threshold.,,src/resources/pdf/T2I-CompBench/auto/images/a587dbcdf54fb5a38a33a474b95c336b50fdf2cfba1d2ef18e7e941057065fa8.jpg,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[50, 305, 297, 358]",,"[ 0.05099487 -0.01576233  0.00475693 ... -0.0056839  -0.01507568
  0.00235558]",3,,table,,TABLE XX: Correlation between UniDet-based metric with different thresholds and human evaluation on the category of 2D-spatial relationships.,,src/resources/pdf/T2I-CompBench/auto/images/788f939b2f681c29bcc71b891ac225170162165589a1bbf78d7c8acd60d503a4.jpg,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 382, 301, 749]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",4,,text,,,,,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 657, 563, 748]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",5,,text,,,,,6,19,792.0,15,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 54, 301, 747]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",0,,text,,,,,2,19,792.0,16,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[309, 47, 564, 747]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,2,19,792.0,16,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 57, 300, 336]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",0,,text,,,,,1,19,792.0,17,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[85, 413, 260, 709]",,"[ 0.00230598 -0.01872253 -0.00325394 ...  0.00111198  0.0022049
 -0.02706909]",0,,image,,Fig. 12: Qualitative comparisons between original prompts and rephrased detailed prompts.,,src/resources/pdf/T2I-CompBench/auto/images/747eba962e9bcb2b1ca5cbdb0b0c28665ad6871e8cbc45805a17890a6e9e35d0.jpg,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[351, 77, 525, 651]",,"[-0.02056885 -0.01045227 -0.02137756 ...  0.00322533  0.00262833
 -0.02780151]",1,,image,,and long text prompts.,,src/resources/pdf/T2I-CompBench/auto/images/044314cf2007757ba2d2a5babfc566deb638cb6463628352ebea84300fa6a68f.jpg,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[152, 56, 196, 65]",APPENDIX,"[ 0.02124023  0.02124023 -0.02232361 ... -0.01487732  0.05291748
 -0.03405762]",2,,text,,,,,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 72, 300, 190]","Qualitative comparisons between original prompts and rephrased detailed prompts. We observe that enhancing prompt details does not significantly improve the generative outcomes. We use GPT-4 to rephrase the prompts to more detailed versions and compare the evaluation results. The original prompts had an average length of 8.21 words, while the rephrased versions averaged 24.00 words. Qualitative com- parisons, shown in Figure 12, demonstrate that T2I models continue to face compositional challenges, regardless of the level of detail in the prompts.","[ 0.02281189 -0.02081299  0.01406097 ...  0.01346588  0.01110077
 -0.01928711]",3,,text,,,,,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 192, 300, 274]",Performances of proposed method GORS on short and long text prompts. We compare the performances of the base model (Stable v2) and the GORS model (Stable ) on long text prompts in Figure 13. The results show that GORS model is not overly attuned to short prompts and the ability to handle long text prompts is still preserved in our GORS model.,"[ 0.0340271   0.00451279 -0.01540375 ...  0.02575684  0.0216217
 -0.02183533]",4,,text,,,,,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 276, 300, 346]","Qualitative results of threshold of UniDet-based metrics. We provide qualitative examples in 2D/3D-spatial relation- ships and generative numeracy, which use UniDet-based met- rics for visualization in Figure 14. The results demonstrate that the chosen threshold effectively distinguishes between good and bad cases.","[-0.016922   -0.0044136  -0.01006317 ...  0.00050211  0.02319336
  0.0068779 ]",5,,text,,,,,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 347, 299, 394]",Qualitative results of SOTA T2I models. We provide more qualitative examples in non-relationships and multiple ob- jects ) in Figure 15. The results demonstrate that even the SOTA models struggle with complex compositional prompts.,"[ 0.00122452 -0.04833984  0.03579712 ...  0.00681686  0.03356934
  0.00901794]",6,,text,,,,,7,19,792.0,18,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[153, 75, 458, 419]",,"[-0.03973389 -0.04718018 -0.00334167 ...  0.0059433   0.02441406
 -0.02082825]",0,,image,,Fig. 14: Qualitative results of threshold of UniDet-based metrics.,,src/resources/pdf/T2I-CompBench/auto/images/2c5775e1a83872ede941e5b160617d1451e05cc15bfbe27d1fa71ea9b6d59fc3.jpg,4,19,792.0,19,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[78, 518, 530, 694]",,"[-0.00938416 -0.01808167 -0.04122925 ...  0.01030731 -0.02029419
 -0.03277588]",1,,image,,"Fig. 15: Qualitative results of SOTA T2I models (Flux.1, SD3, and DALLE 3) on complex compositional prompts, involving non-spatial relationships and multiple objects  .",,src/resources/pdf/T2I-CompBench/auto/images/964e4b44dc5167b7b2e1a747f3ba8d4de37bbfe763d686f2f3004321317edb31.jpg,4,19,792.0,19,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[78, 488, 298, 513]","A young girl sitting on a giant elephant on a sandy beach at sunset, holding a small red toy car in her hand, while a seagull perches on the elephant's tusk, and a distant ship sails on the horizon.","[-0.02203369 -0.00296402  0.00450516 ... -0.00401306  0.0362854
  0.00321388]",2,,text,,,,,4,19,792.0,19,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[307, 489, 531, 506]","A majestic silver train glides through snowy mountains, while a penguin and a polar bear are enjoying a picnic on the roof.","[ 0.00947571  0.00369263 -0.01997375 ... -0.04214478  0.03591919
  0.01991272]",3,,text,,,,,4,19,792.0,19,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[107, 427, 504, 627]",,"[-0.02566528 -0.00403595 -0.04315186 ...  0.01412964 -0.01895142
  0.01148987]",0,,image,,Figure 1: Selected samples from our best ImageNet  model (FID 3.85),,src/resources/pdf/Diffusion GAN/auto/images/56333a902fb44586e43201356436fe369d0a7e0005b4b972e938cec7df0b3405.jpg,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[124, 97, 487, 117]",Diffusion Models Beat GANs on Image Synthesis,"[-0.0254364   0.05706787 -0.01879883 ...  0.01345062 -0.00476074
 -0.02774048]",1,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[177, 159, 278, 193]",Prafulla Dhariwal∗ OpenAI prafulla@openai.com,"[ 0.0703125   0.04864502 -0.01596069 ...  0.01197052  0.01852417
 -0.06488037]",2,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[353, 159, 434, 193]",Alex Nichol∗ OpenAI alex@openai.com,"[ 0.07141113  0.03359985  0.00106812 ...  0.01271057  0.0141449
 -0.03445435]",3,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[283, 221, 328, 234]",Abstract,"[-0.01850891  0.02378845 -0.01013184 ...  0.0120697  -0.02732849
  0.00043058]",4,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[142, 246, 469, 378]","We show that diffusion models can achieve image sample quality superior to the current state-of-the-art generative models. We achieve this on unconditional im- age synthesis by finding a better architecture through a series of ablations. For conditional image synthesis, we further improve sample quality with classifier guid- ance: a simple, compute-efficient method for trading off diversity for fidelity using gradients from a classifier. We achieve an FID of 2.97 on ImageNet  , 4.59 on ImageNet  , and 7.72 on ImageNet  , and we match BigGAN-deep even with as few as 25 forward passes per sample, all while main- taining better coverage of the distribution. Finally, we find that classifier guidance combines well with upsampling diffusion models, further improving FID to 3.94 on ImageNet  and 3.85 on ImageNet . We release our code at https://github.com/openai/guided-diffusion.","[ 0.00502396  0.06317139 -0.01089478 ...  0.03347778  0.03778076
 -0.02381897]",5,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 399, 191, 412]",1 Introduction,"[ 0.02896118  0.05752563 -0.01829529 ...  0.02319336  0.03010559
  0.01599121]",6,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 659, 504, 703]","Over the past few years, generative models have gained the ability to generate human-like natural language [6], infinite high-quality synthetic images [5, 28, 51] and highly diverse human speech and music [64, 13]. These models can be used in a variety of ways, such as generating images from text prompts [72, 50] or learning useful feature representations [14, 7]. While these models are already capable of producing realistic images and sound, there is still much room for improvement beyond the current state-of-the-art, and better generative models could have wide-ranging impacts on graphic design, games, music production, and countless other fields.","[ 0.00389099  0.02148438  0.00190449 ...  0.00251961  0.01475525
 -0.01942444]",7,,text,,,,,8,44,792.0,1,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 72, 504, 105]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",0,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 111, 505, 166]","GANs [19] currently hold the state-of-the-art on most image generation tasks [5, 68, 28] as measured by sample quality metrics such as FID [23], Inception Score [54] and Precision [32]. However, some of these metrics do not fully capture diversity, and it has been shown that GANs capture less diversity than state-of-the-art likelihood-based models [51, 43, 42]. Furthermore, GANs are often difficult to train, collapsing without carefully selected hyperparameters and regularizers [5, 41, 4].","[-0.02105713 -0.01248169 -0.01311493 ...  0.01638794 -0.02737427
 -0.03164673]",1,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 171, 505, 226]","While GANs hold the state-of-the-art, their drawbacks make them difficult to scale and apply to new domains. As a result, much work has been done to achieve GAN-like sample quality with likelihood-based models [51, 25, 42, 9]. While these models capture more diversity and are typically easier to scale and train than GANs, they still fall short in terms of visual sample quality. Furthermore, except for VAEs, sampling from these models is slower than GANs in terms of wall-clock time.","[-0.03616333 -0.02841187  0.02156067 ...  0.00091887 -0.00680923
 -0.04647827]",2,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 230, 505, 340]","Diffusion models are a class of likelihood-based models which have recently been shown to produce high-quality images [56, 59, 25] while offering desirable properties such as distribution coverage, a stationary training objective, and easy scalability. These models generate samples by gradually removing noise from a signal, and their training objective can be expressed as a reweighted variational lower-bound [25]. This class of models already holds the state-of-the-art [60] on CIFAR-10 [31], but still lags behind GANs on difficult generation datasets like LSUN and ImageNet. Nichol and Dhariwal [43] found that these models improve reliably with increased compute, and can produce high-quality samples even on the difficult ImageNet dataset using an upsampling stack. However, the FID of this model is still not competitive with BigGAN-deep [5], the current state-of-the-art on this dataset.","[-0.01348114 -0.0037384  -0.00979614 ...  0.00339699 -0.01290894
 -0.0110321 ]",3,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 345, 505, 422]","We hypothesize that the gap between diffusion models and GANs stems from at least two factors: first, that the model architectures used by recent GAN literature have been heavily explored and refined; second, that GANs are able to trade off diversity for fidelity, producing high quality samples but not covering the whole distribution. We aim to bring these benefits to diffusion models, first by improving model architecture and then by devising a scheme for trading off diversity for fidelity. With these improvements, we achieve a new state-of-the-art, surpassing GANs on several different metrics and datasets.","[-0.03387451  0.02577209 -0.01916504 ...  0.00485611  0.00684738
 -0.02459717]",4,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 427, 506, 570]","The rest of the paper is organized as follows. In Section 2, we give a brief background of diffusion models based on Ho et al. [25] and the improvements from Nichol and Dhariwal [43] and Song et al. [57], and we describe our evaluation setup. In Section 3, we introduce simple architecture improvements that give a substantial boost to FID. In Section 4, we describe a method for using gradients from a classifier to guide a diffusion model during sampling. We find that a single hyperparameter, the scale of the classifier gradients, can be tuned to trade off diversity for fidelity, and we can increase this gradient scale factor by an order of magnitude without obtaining adversarial examples [61]. Finally, in Section 5 we show that models with our improved architecture achieve state-of-the-art on unconditional image synthesis tasks, and with classifier guidance achieve state-of- the-art on conditional image synthesis. When using classifier guidance, we find that we can sample with as few as 25 forward passes while maintaining FIDs comparable to BigGAN. We also compare our improved models to upsampling stacks, finding that the two approaches give complementary improvements and that combining them gives the best results on ImageNet  and .","[ 0.02923584  0.04653931 -0.02610779 ...  0.01555634  0.02108765
 -0.01082611]",5,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 597, 189, 610]",2 Background,"[-0.02877808 -0.00377464 -0.00946045 ...  0.01934814 -0.00137997
 -0.00180531]",6,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 628, 504, 651]","In this section, we provide a brief overview of diffusion models. For a more detailed mathematical description, we refer the reader to Appendix B.","[-0.01795959 -0.00368118 -0.01974487 ... -0.01258087  0.01106262
 -0.00744247]",7,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 655, 504, 722]","On a high level, diffusion models sample from a distribution by reversing a gradual noising process. In particular, sampling starts with noise  and produces gradually less-noisy samples until reaching a final sample . Each timestep  corresponds to a certain noise level, and  can be thought of as a mixture of a signal  with some noise  where the signal to noise ratio is determined by the timestep . For the remainder of this paper, we assume that the noise  is drawn from a diagonal Gaussian distribution, which works well for natural images and simplifies various derivations.","[ 6.35623932e-04  2.38342285e-02 -5.79452515e-03 ...  2.10723877e-02
 -2.90870667e-05 -9.10949707e-03]",8,,text,,,,,9,44,792.0,2,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 72, 505, 138]","A diffusion model learns to produce a slightly more “denoised”  from  . Ho et al. [25] parameterize this model as a function  which predicts the noise component of a noisy sample . To train these models, each sample in a minibatch is produced by randomly drawing a data sample , a timestep , and noise , which together give rise to a noised sample  (Equation 17). The training objective is then , i.e. a simple mean-squared error loss between the true noise and the predicted noise (Equation 26).","[ 0.00389481  0.02122498  0.01396179 ...  0.00013483 -0.03430176
 -0.00761032]",0,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 143, 505, 221]","It is not immediately obvious how to sample from a noise predictor . Recall that diffusion sampling proceeds by repeatedly predicting  from  , starting from . Ho et al. [25] show that, under reasonable assumptions, we can model the distribution  of  given  as a diagonal Gaussian  , where the mean  can be calculated as a function of   (Equation 27). The variance  of this Gaussian distribution can be fixed to a known constant [25] or learned with a separate neural network head [43], and both approaches yield high-quality samples when the total number of diffusion steps  is large enough.","[-0.01113129  0.01908875 -0.02241516 ...  0.01739502 -0.00572586
 -0.00638199]",1,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 225, 505, 302]","Ho et al. [25] observe that the simple mean-sqaured error objective, , works better in practice than the actual variational lower bound  that can be derived from interpreting the denoising diffu- sion model as a VAE. They also note that training with this objective and using their corresponding sampling procedure is equivalent to the denoising score matching model from Song and Ermon [58], who use Langevin dynamics to sample from a denoising model trained with multiple noise levels to produce high quality image samples. We often use “diffusion models” as shorthand to refer to both classes of models.","[-0.02934265  0.02104187  0.01834106 ...  0.02272034 -0.01589966
 -0.0031662 ]",2,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 315, 192, 326]",2.1 Improvements,"[-0.01543427  0.01070404  0.01609802 ... -0.01384735  0.05474854
 -0.01661682]",3,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 335, 505, 368]","Following the breakthrough work of Song and Ermon [58] and Ho et al. [25], several recent papers have proposed improvements to diffusion models. Here we describe a few of these improvements, which we employ for our models.","[ 0.00861359 -0.00126362 -0.04156494 ... -0.01789856  0.02746582
 -0.00171852]",4,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 373, 505, 406]","Nichol and Dhariwal [43] find that fixing the variance  to a constant as done in Ho et al. [25] is sub-optimal for sampling with fewer diffusion steps, and propose to parameterize  as a neural network whose output   is interpolated as:","[ 0.0114975   0.02029419  0.01094818 ...  0.00606537 -0.00066376
 -0.01593018]",5,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[219, 411, 393, 426]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",6,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 437, 505, 503]","Here,  and  (Equation 19) are the variances in Ho et al. [25] corresponding to upper and lower bounds for the reverse process variances. Additionally, Nichol and Dhariwal [43] propose a hybrid objective for training both  and  using the weighted sum . Learning the reverse process variances with their hybrid objective allows sampling with fewer steps without much drop in sample quality. We adopt this objective and parameterization, and use it throughout our experiments.","[ 0.02406311  0.02690125  0.00201607 ... -0.00165749 -0.00233459
 -0.02757263]",7,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 508, 505, 574]","Song et al. [57] propose DDIM, which formulates an alternative non-Markovian noising process that has the same forward marginals as DDPM, but allows producing different reverse samplers by changing the variance of the reverse noise. By setting this noise to 0, they provide a way to turn any model  into a deterministic mapping from latents to images, and find that this provides an alternative way to sample with fewer steps. We adopt this sampling approach when using fewer than 50 sampling steps, since Nichol and Dhariwal [43] found it to be beneficial in this regime.","[ 0.01027679 -0.02400208 -0.00790405 ...  0.00706863 -0.00967407
 -0.00741959]",8,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 587, 232, 599]",2.2 Sample Quality Metrics,"[-0.03494263  0.01876831 -0.02090454 ...  0.02575684  0.01773071
 -0.03762817]",9,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 606, 505, 651]","For comparing sample quality across models, we perform quantitative evaluations using the following metrics. While these metrics are often used in practice and correspond well with human judgement, they are not a perfect proxy, and finding better metrics for sample quality evaluation is still an open problem.","[-0.00902557 -0.00121689 -0.009552   ...  0.00260925  0.00219917
 -0.0461731 ]",10,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 655, 505, 722]","Inception Score (IS) was proposed by Salimans et al. [54], and it measures how well a model captures the full ImageNet class distribution while still producing individual samples that are convincing examples of a single class. One drawback of this metric is that it does not reward covering the whole distribution or capturing diversity within a class, and models which memorize a small subset of the full dataset will still have high IS [3]. To better capture diversity than IS, Fréchet Inception Distance (FID) was proposed by Heusel et al. [23], who argued that it is more consistent with human judgement than Inception Score. FID provides a symmetric measure of the distance between two image distributions in the Inception-V3 [62] latent space. Recently, sFID was proposed by Nash et al. [42] as a version of FID that uses spatial features rather than the standard pooled features. They find that this metric better captures spatial relationships, rewarding image distributions with coherent high-level structure. Finally, Kynkäänniemi et al. [32] proposed Improved Precision and Recall metrics to separately measure sample fidelity as the fraction of model samples which fall into the data manifold (precision), and diversity as the fraction of data samples which fall into the sample manifold (recall).","[-0.05474854 -0.00942993 -0.04006958 ... -0.01126862  0.01050568
 -0.03424072]",11,,text,,,,,12,44,792.0,3,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[132, 70, 480, 181]",,"[-0.00484848 -0.01279449 -0.01734924 ...  0.02256775  0.00749588
 -0.07189941]",0,,table,,,,src/resources/pdf/Diffusion GAN/auto/images/939d62539190914a56f45a1e103c9a80fe96f66e736d960d948f5578368a0981.jpg,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 209, 505, 298]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 302, 505, 401]","We use FID as our default metric for overall sample quality comparisons as it captures both diversity and fidelity and has been the de facto standard metric for state-of-the-art generative modeling work [27, 28, 5, 25]. We use Precision or IS to measure fidelity, and Recall to measure diversity or distribution coverage. When comparing against other methods, we re-compute these metrics using public samples or models whenever possible. This is for two reasons: first, some papers [27, 28, 25] compare against arbitrary subsets of the training set which are not readily available; and second, subtle implementation differences can affect the resulting FID values [45]. To ensure consistent comparisons, we use the entire training set as the reference batch [23, 5], and evaluate metrics for all models using the same codebase.","[ 0.0069809  -0.00811005 -0.00608826 ...  0.00534439 -0.01131439
 -0.04208374]",2,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[108, 417, 267, 430]",3 Architecture Improvements,"[-0.00301552  0.00411606 -0.0114975  ... -0.01452637  0.04953003
 -0.02168274]",3,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 441, 503, 464]",In this section we conduct several architecture ablations to find the model architecture that provides the best sample quality for diffusion models.,"[-0.03302002  0.0134964  -0.02928162 ...  0.02828979 -0.01759338
 -0.06109619]",4,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 469, 505, 579]","Ho et al. [25] introduced the UNet architecture for diffusion models, which Jolicoeur-Martineau et al. [26] found to substantially improve sample quality over the previous architectures [58, 33] used for denoising score matching. The UNet model uses a stack of residual layers and downsampling convolutions, followed by a stack of residual layers with upsampling colvolutions, with skip con- nections connecting the layers with the same spatial size. In addition, they use a global attention layer at the  resolution with a single head, and add a projection of the timestep embedding into each residual block. Song et al. [60] found that further changes to the UNet architecture improved performance on the CIFAR-10 [31] and CelebA-64 [34] datasets. We show the same result on ImageNet , finding that architecture can indeed give a substantial boost to sample quality on much larger and more diverse datasets at a higher resolution.","[ 0.00317955  0.0193634  -0.04095459 ...  0.02134705 -0.01208496
 -0.03973389]",5,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 583, 298, 595]",We explore the following architectural changes:,"[-0.01319885 -0.07177734 -0.01078796 ... -0.00101852 -0.02354431
 -0.02778625]",6,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[133, 605, 506, 690]","• Increasing depth versus width, holding model size relatively constant. • Increasing the number of attention heads. • Using attention at  , , and  resolutions rather than only at  . • Using the BigGAN [5] residual block for upsampling and downsampling the activations, following [60]. • Rescaling residual connections with , following [60, 27, 28].","[ 0.00497055 -0.02452087  0.01197052 ...  0.01837158 -0.00408936
 -0.05795288]",7,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 700, 505, 722]","For all comparisons in this section, we train models on ImageNet  with batch size 256, and sample using 250 sampling steps. We train models with the above architecture changes and compare them on FID, evaluated at two different points of training, in Table 1. Aside from rescaling residual connections, all of the other modifications improve performance and have a positive compounding effect. We observe in Figure 2 that while increased depth helps performance, it increases training time and takes longer to reach the same performance as a wider model, so we opt not to use this change in further experiments.","[ 0.01013184 -0.0060997   0.02505493 ...  0.01689148 -0.01881409
 -0.06488037]",8,,text,,,,,9,44,792.0,4,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[121, 221, 490, 398]",,"[-0.00416565 -0.01268005  0.0322876  ...  0.0317688   0.00284767
 -0.07733154]",0,,image,,"Figure 2: Ablation of various architecture changes, showing FID as a function of wall-clock time. FID evaluated over  samples instead of   for efficiency.",,src/resources/pdf/Diffusion GAN/auto/images/2c0bc10fc5f24bbc04285f5311e25c4e2be506c9259d5fc08e56cf1858e5a1e6.jpg,5,44,792.0,5,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[212, 70, 399, 171]",,"[ 0.02696228  0.01049042  0.00414658 ...  0.01288605  0.03399658
 -0.04953003]",1,,table,,,,src/resources/pdf/Diffusion GAN/auto/images/a5c74c057462b5f31a3cd6c531bfd26eeb59f2273439f28216cc6b241c2f27a3.jpg,5,44,792.0,5,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[239, 462, 372, 506]",,"[-0.01114655 -0.00323677  0.03192139 ... -0.03274536 -0.02110291
 -0.0562439 ]",2,,table,,Table 3: Ablating the element-wise operation used when projecting timestep and class embeddings into each residual block. Replacing AdaGN with the Addition  GroupNorm layer from Ho et al. [25] makes FID worse.,,src/resources/pdf/Diffusion GAN/auto/images/31289c8273f02730263efd06a9ae71293432385fd1600c2d5ee0c8c68048e8da.jpg,5,44,792.0,5,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 574, 505, 629]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,5,44,792.0,5,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 634, 505, 722]","We also study other attention configurations that better match the Transformer architecture [66]. To this end, we experimented with either fixing attention heads to a constant, or fixing the number of channels per head. For the rest of the architecture, we use 128 base channels, 2 residual blocks per resolution, multi-resolution attention, and BigGAN up/downsampling, and we train the models for 700K iterations. Table 2 shows our results, indicating that more heads or fewer channels per head improves FID. In Figure 2, we see 64 channels is best for wall-clock time, so we opt to use 64 channels per head as our default. We note that this choice also better matches modern transformer architectures, and is on par with our other configurations in terms of final FID.","[-1.15203857e-02 -1.08489990e-02 -6.33621216e-03 ...  5.63049316e-02
 -5.18560410e-05 -5.31921387e-02]",4,,text,,,,,5,44,792.0,5,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[107, 72, 263, 84]",3.1 Adaptive Group Normalization,"[-0.0019989   0.00506592 -0.03268433 ...  0.01110077  0.02929688
  0.00043249]",0,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
"[106, 92, 505, 159]","We also experiment with a layer [43] that we refer to as adaptive group normalization (AdaGN), which incorporates the timestep and class embedding into each residual block after a group normalization operation [69], similar to adaptive instance norm [27] and FiLM [48]. We define this layer as   , where  is the intermediate activations of the residual block following the first convolution, and  is obtained from a linear projection of the timestep and class embedding.","[-0.00151253 -0.00427246  0.0144577  ...  0.01585388 -0.00287437
 -0.0018301 ]",1,,text,,,,,14,44,792.0,6,612.0,src/resources/pdf/Diffusion GAN.pdf,
